,Name,F,M,Prob_F
57114,jilliene,6.0,0.0,1.0
57115,jillienne,65.0,0.0,1.0
57116,jillinda,12.0,0.0,1.0
57117,jillion,30.0,0.0,1.0
57118,jillisa,118.0,0.0,1.0
57119,jillissa,5.0,0.0,1.0
57120,jilliyn,33.0,0.0,1.0
57121,jillmarie,16.0,0.0,1.0
57122,jilly,1.0,0.0,1.0
57123,jillyan,303.0,0.0,1.0
57124,jillyanne,1.0,0.0,1.0
57125,jillyn,177.0,0.0,1.0
57126,jillynn,12.0,0.0,1.0
57127,jilma,5.0,0.0,1.0
57128,jilna,1.0,0.0,1.0
57129,jilyan,5.0,0.0,1.0
57130,jim,817.0,153801.0,0.0052839902210609375
57131,jima,6.0,0.0,1.0
57132,jimakis,0.0,1.0,0.0
57133,jimal,0.0,15.0,0.0
57134,jimalee,5.0,0.0,1.0
57135,jimar,0.0,23.0,0.0
57136,jimari,0.0,57.0,0.0
57137,jimarion,0.0,29.0,0.0
57138,jimaya,53.0,0.0,1.0
57139,jimbo,0.0,23.0,0.0
57140,jimbob,0.0,6.0,0.0
57141,jimeka,106.0,0.0,1.0
57142,jimel,0.0,105.0,0.0
57143,jimeliano,0.0,1.0,0.0
57144,jimell,0.0,12.0,0.0
57145,jimella,6.0,0.0,1.0
57146,jimena,12783.0,8.0,0.9993745602376671
57147,jimenez,0.0,16.0,0.0
57148,jimenna,52.0,0.0,1.0
57149,jimeoin,0.0,3.0,0.0
57150,jimere,0.0,10.0,0.0
57151,jimesha,77.0,0.0,1.0
57152,jimetta,5.0,0.0,1.0
57153,jimette,12.0,0.0,1.0
57154,jimey,0.0,5.0,0.0
57155,jimi,665.0,1239.0,0.3492647058823529
57156,jimi-lee,0.0,1.0,0.0
57157,jimia,92.0,0.0,1.0
57158,jimiah,5.0,0.0,1.0
57159,jimica,5.0,0.0,1.0
57160,jimie,5.0,200.0,0.024390243902439025
57161,jimika,22.0,0.0,1.0
57162,jimin,44.0,32.0,0.5789473684210527
57163,jimique,0.0,5.0,0.0
57164,jimis,0.0,1.0,0.0
57165,jimisha,26.0,0.0,1.0
57166,jimiya,11.0,0.0,1.0
57167,jimiyah,5.0,0.0,1.0
57168,jimm,0.0,22.0,0.0
57169,jimma,106.0,0.0,1.0
57170,jimme,0.0,17.0,0.0
57171,jimmeka,10.0,0.0,1.0
57172,jimmel,1.0,22.0,0.043478260869565216
57173,jimmer,0.0,9.0,0.0
57174,jimmesha,12.0,0.0,1.0
57175,jimmey,0.0,905.0,0.0
57176,jimmi,288.0,56.0,0.8372093023255814
57177,jimmia,37.0,0.0,1.0
57178,jimmiah,7.0,0.0,1.0
57179,jimmica,5.0,0.0,1.0
57180,jimmie,23014.0,112617.0,0.16968097263899845
57181,jimmy,2263.0,291501.0,0.007703462643482524
57182,jimmy-harry,0.0,1.0,0.0
57183,jimmya,28.0,0.0,1.0
57184,jimmye,496.0,22.0,0.9575289575289575
57185,jimmylee,0.0,104.0,0.0
57186,jimon,0.0,8.0,0.0
57187,jimone,0.0,1.0,0.0
57188,jimson,0.0,12.0,0.0
57189,jimy,0.0,179.0,0.0
57190,jimya,70.0,0.0,1.0
57191,jimyah,16.0,0.0,1.0
57192,jin,380.0,1171.0,0.24500322372662797
57193,jina,2046.0,0.0,1.0
57194,jinae,1.0,0.0,1.0
57195,jinah,5.0,0.0,1.0
57196,jinal,20.0,0.0,1.0
57197,jinan,184.0,5.0,0.9735449735449735
57198,jinane,5.0,0.0,1.0
57199,jinat,2.0,0.0,1.0
57200,jinay,0.0,5.0,0.0
57201,jinaya,5.0,0.0,1.0
57202,jinayah,5.0,0.0,1.0
57203,jinchael,0.0,1.0,0.0
57204,jincy,33.0,0.0,1.0
57205,jind,1.0,0.0,1.0
57206,jinda,0.0,1.0,0.0
57207,jindra,1.0,0.0,1.0
57208,jindrich,0.0,1.0,0.0
57209,jineane,17.0,0.0,1.0
57210,jineen,31.0,0.0,1.0
57211,jinelle,173.0,0.0,1.0
57212,jinessa,5.0,0.0,1.0
57213,jinette,10.0,0.0,1.0
57214,jing,132.0,14.0,0.9041095890410958
57215,jingbo,0.0,1.0,0.0
57216,jinger,499.0,0.0,1.0
57217,jingming,1.0,0.0,1.0
57218,jingning,1.0,0.0,1.0
57219,jingshin,1.0,0.0,1.0
57220,jingteng,0.0,1.0,0.0
57221,jingwen,1.0,0.0,1.0
57222,jingwia,0.0,1.0,0.0
57223,jingxi,1.0,0.0,1.0
57224,jingyi,24.0,1.0,0.96
57225,jingyuan,0.0,2.0,0.0
57226,jinhee,5.0,0.0,1.0
57227,jini,61.0,0.0,1.0
57228,jiniyah,5.0,0.0,1.0
57229,jinjer,5.0,0.0,1.0
57230,jinki,1.0,0.0,1.0
57231,jinks,0.0,11.0,0.0
57232,jinli,1.0,0.0,1.0
57233,jinna,188.0,0.0,1.0
57234,jinnah,10.0,0.0,1.0
57235,jinni,5.0,0.0,1.0
57236,jinnie,855.0,0.0,1.0
57237,jinnifer,156.0,1.0,0.9936305732484076
57238,jinny,859.0,0.0,1.0
57239,jino,0.0,25.0,0.0
57240,jinora,58.0,0.0,1.0
57241,jinqi,1.0,0.0,1.0
57242,jinu,0.0,27.0,0.0
57243,jinuli,1.0,0.0,1.0
57244,jinwoo,0.0,10.0,0.0
57245,jinx,177.0,0.0,1.0
57246,jinxin,0.0,1.0,0.0
57247,jinxuan,1.0,0.0,1.0
57248,jinyan,1.0,0.0,1.0
57249,jinye,0.0,1.0,0.0
57250,jio,0.0,13.0,0.0
57251,jioana,1.0,0.0,1.0
57252,jioia,1.0,0.0,1.0
57253,jion,0.0,17.0,0.0
57254,jioni,0.0,5.0,0.0
57255,jionna,28.0,0.0,1.0
57256,jionni,22.0,1064.0,0.020257826887661142
57257,jionnie,0.0,7.0,0.0
57258,jionny,0.0,28.0,0.0
57259,jiorgina,1.0,0.0,1.0
57260,jiorjana,2.0,0.0,1.0
57261,jiorjia,1.0,0.0,1.0
57262,jiorjo,0.0,1.0,0.0
57263,jiosappina,1.0,0.0,1.0
57264,jioty,1.0,0.0,1.0
57265,jiovana,10.0,0.0,1.0
57266,jiovani,0.0,532.0,0.0
57267,jiovanna,136.0,0.0,1.0
57268,jiovanni,0.0,1769.0,0.0
57269,jiovannie,0.0,5.0,0.0
57270,jiovanny,0.0,408.0,0.0
57271,jiovany,0.0,155.0,0.0
57272,jiovonni,0.0,40.0,0.0
57273,jiovunnie,0.0,1.0,0.0
57274,jipsey,1.0,0.0,1.0
57275,jiquan,0.0,14.0,0.0
57276,jiquez,0.0,5.0,0.0
57277,jir,0.0,1.0,0.0
57278,jira,5.0,0.0,1.0
57279,jirah,191.0,28.0,0.8721461187214612
57280,jiraiya,15.0,520.0,0.028037383177570093
57281,jiram,0.0,13.0,0.0
57282,jireh,726.0,681.0,0.5159914712153518
57283,jiren,0.0,54.0,0.0
57284,jireth,5.0,0.0,1.0
57285,jiri,0.0,17.0,0.0
57286,jirisa,1.0,0.0,1.0
57287,jiro,0.0,351.0,0.0
57288,jiromi,10.0,0.0,1.0
57289,jiron,0.0,8.0,0.0
57290,jironne,0.0,1.0,0.0
57291,jirrwai,0.0,1.0,0.0
57292,jisaan,0.0,1.0,0.0
57293,jisaiah,0.0,43.0,0.0
57294,jisan,0.0,1.0,0.0
57295,jisel,367.0,0.0,1.0
57296,jisela,373.0,0.0,1.0
57297,jisele,121.0,0.0,1.0
57298,jisell,99.0,0.0,1.0
57299,jisella,69.0,0.0,1.0
57300,jiselle,2168.0,0.0,1.0
57301,jisha,34.0,0.0,1.0
57302,jishan,0.0,4.0,0.0
57303,jishant,0.0,1.0,0.0
57304,jishnu,0.0,72.0,0.0
57305,jisiah,0.0,11.0,0.0
57306,jiske,0.0,1.0,0.0
57307,jism,0.0,1.0,0.0
57308,jisnu,0.0,1.0,0.0
57309,jisoo,12.0,0.0,1.0
57310,jissel,460.0,0.0,1.0
57311,jissela,13.0,0.0,1.0
57312,jissele,11.0,0.0,1.0
57313,jissell,73.0,0.0,1.0
57314,jisselle,383.0,0.0,1.0
57315,jissie,10.0,45.0,0.18181818181818182
57316,jistina,1.0,0.0,1.0
57317,jisu,0.0,1.0,0.0
57318,jisue,1.0,0.0,1.0
57319,jit,0.0,2.0,0.0
57320,jitahli,1.0,0.0,1.0
57321,jitan,0.0,1.0,0.0
57322,jitander,0.0,1.0,0.0
57323,jitao,0.0,1.0,0.0
57324,jite,0.0,1.0,0.0
57325,jiten,0.0,20.0,0.0
57326,jitender,0.0,46.0,0.0
57327,jitender@,0.0,1.0,0.0
57328,jitender@jita,0.0,1.0,0.0
57329,jitendera,0.0,1.0,0.0
57330,jitendr,0.0,1.0,0.0
57331,jitendra,1.0,13.0,0.07142857142857142
57332,jitesh,0.0,12.0,0.0
57333,jithesh,0.0,1.0,0.0
57334,jithmi,1.0,0.0,1.0
57335,jithum,0.0,1.0,0.0
57336,jitin,0.0,1.0,0.0
57337,jitsuo,0.0,30.0,0.0
57338,jittara,1.0,0.0,1.0
57339,jittender,0.0,2.0,0.0
57340,jittiwat,0.0,1.0,0.0
57341,jitu,0.0,9.0,0.0
57342,jitu@jitendra,0.0,1.0,0.0
57343,jitzel,30.0,0.0,1.0
57344,jiulia,1.0,0.0,1.0
57345,jiuliana,13.0,0.0,1.0
57346,jiuliet,1.0,0.0,1.0
57347,jiulietta,1.0,0.0,1.0
57348,jiunn,0.0,1.0,0.0
57349,jivan,0.0,151.0,0.0
57350,jivon,0.0,12.0,0.0
57351,jivraj,0.0,2.0,0.0
57352,jiwan,0.0,1.0,0.0
57353,jiwille,1.0,0.0,1.0
57354,jiwon,20.0,0.0,1.0
57355,jiwoo,50.0,16.0,0.7575757575757576
57356,jiya,1830.0,4.0,0.9978189749182116
57357,jiyaa,1.0,0.0,1.0
57358,jiyaan,0.0,74.0,0.0
57359,jiyah,198.0,1.0,0.9949748743718593
57360,jiyan,0.0,69.0,0.0
57361,jiyana,32.0,0.0,1.0
57362,jiyanna,5.0,0.0,1.0
57363,jiyaul,0.0,1.0,0.0
57364,jiye,0.0,2.0,0.0
57365,jiyeden,0.0,1.0,0.0
57366,jiyoung,5.0,0.0,1.0
57367,jiyu,6.0,0.0,1.0
57368,jiyzaia,0.0,1.0,0.0
57369,jizel,130.0,0.0,1.0
57370,jizele,13.0,0.0,1.0
57371,jizell,19.0,0.0,1.0
57372,jizelle,964.0,0.0,1.0
57373,jizzel,17.0,0.0,1.0
57374,jizzelle,56.0,0.0,1.0
57375,jj,0.0,544.0,0.0
57376,jjames,0.0,6.0,0.0
57377,jjesus,0.0,205.0,0.0
57378,jjuan,0.0,36.0,0.0
57379,jkai,0.0,69.0,0.0
57380,jkari,0.0,13.0,0.0
57381,jkayla,103.0,0.0,1.0
57382,jkhari,0.0,13.0,0.0
57383,jkia,5.0,0.0,1.0
57384,jkira,7.0,0.0,1.0
57385,jkiyah,6.0,0.0,1.0
57386,jkobe,0.0,57.0,0.0
57387,jkobi,0.0,5.0,0.0
57388,jkwan,0.0,5.0,0.0
57389,jkwon,0.0,173.0,0.0
57390,jky,0.0,1.0,0.0
57391,jkya,0.0,1.0,0.0
57392,jkyla,6.0,0.0,1.0
57393,jl,0.0,37.0,0.0
57394,jla,205.0,0.0,1.0
57395,jlah,59.0,0.0,1.0
57396,jlan,0.0,6.0,0.0
57397,jlani,10.0,0.0,1.0
57398,jlaya,10.0,0.0,1.0
57399,jlayah,11.0,0.0,1.0
57400,jlea,5.0,0.0,1.0
57401,jleah,11.0,0.0,1.0
57402,jlee,68.0,0.0,1.0
57403,jleigh,67.0,0.0,1.0
57404,jlen,0.0,88.0,0.0
57405,jliana,5.0,0.0,1.0
57406,jlin,0.0,17.0,0.0
57407,jlisa,31.0,0.0,1.0
57408,jliyah,18.0,0.0,1.0
57409,jlon,0.0,67.0,0.0
57410,jlyn,164.0,110.0,0.5985401459854015
57411,jlynn,714.0,64.0,0.9177377892030848
57412,jlyssa,6.0,0.0,1.0
57413,jm,0.0,5.0,0.0
57414,jmar,0.0,45.0,0.0
57415,jmara,1.0,0.0,1.0
57416,jmarcus,0.0,46.0,0.0
57417,jmari,0.0,208.0,0.0
57418,jmarie,59.0,0.0,1.0
57419,jmarion,0.0,141.0,0.0
57420,jmauri,0.0,17.0,0.0
57421,jmaya,17.0,0.0,1.0
57422,jme,5.0,0.0,1.0
57423,jmere,0.0,5.0,0.0
57424,jmia,12.0,0.0,1.0
57425,jmichael,0.0,72.0,0.0
57426,jmir,0.0,17.0,0.0
57427,jmiyah,42.0,0.0,1.0
57428,jmya,220.0,0.0,1.0
57429,jmyah,11.0,0.0,1.0
57430,jmyiah,5.0,0.0,1.0
57431,jmyra,5.0,0.0,1.0
57432,jnae,203.0,0.0,1.0
57433,jnai,157.0,0.0,1.0
57434,jnaiya,5.0,0.0,1.0
57435,jnana,1.0,0.0,1.0
57436,jnasia,5.0,0.0,1.0
57437,jnay,5.0,0.0,1.0
57438,jnaya,85.0,0.0,1.0
57439,jnel,1.0,0.0,1.0
57440,jnia,22.0,0.0,1.0
57441,jniah,29.0,0.0,1.0
57442,jniaya,5.0,0.0,1.0
57443,jniya,234.0,0.0,1.0
57444,jniyah,247.0,0.0,1.0
57445,jno,0.0,11.0,0.0
57446,jnta,1.0,0.0,1.0
57447,jnya,178.0,0.0,1.0
57448,jnyah,84.0,0.0,1.0
57449,jnyia,17.0,0.0,1.0
57450,jnyla,27.0,0.0,1.0
57451,jo,179479.0,1865.0,0.9897156784895006
57452,jo'anne,2.0,0.0,1.0
57453,jo-andrea,2.0,0.0,1.0
57454,jo-ann,1017.0,1.0,0.9990176817288802
57455,jo-anna,10.0,1.0,0.9090909090909091
57456,jo-anne,1659.0,4.0,0.9975947083583885
57457,jo-anne-joy,1.0,0.0,1.0
57458,jo-christine,1.0,0.0,1.0
57459,jo-dee,1.0,0.0,1.0
57460,jo-el,0.0,1.0,0.0
57461,jo-elle,1.0,0.0,1.0
57462,jo-ellen,3.0,0.0,1.0
57463,jo-ellyn,1.0,0.0,1.0
57464,jo-en,1.0,0.0,1.0
57465,jo-j0,0.0,1.0,0.0
57466,jo-lee,1.0,0.0,1.0
57467,jo-leen,1.0,0.0,1.0
57468,jo-lene,3.0,0.0,1.0
57469,jo-liz,1.0,0.0,1.0
57470,jo-marie,1.0,0.0,1.0
57471,jo-san,2.0,0.0,1.0
57472,joa,30.0,10.0,0.75
57473,joab,0.0,743.0,0.0
57474,joachim,0.0,1068.0,0.0
57475,joacim,0.0,6.0,0.0
57476,joady,2.0,0.0,1.0
57477,joah,0.0,826.0,0.0
57478,joahan,0.0,143.0,0.0
57479,joahn,0.0,11.0,0.0
57480,joahna,11.0,0.0,1.0
57481,joahnna,10.0,0.0,1.0
57482,joahua,0.0,5.0,0.0
57483,joakim,0.0,121.0,0.0
57484,joakima,13.0,0.0,1.0
57485,joakin,0.0,17.0,0.0
57486,joal,25.0,111.0,0.18382352941176472
57487,joaly,57.0,0.0,1.0
57488,joan,489178.0,6381.0,0.987123632100315
57489,joan-maria,1.0,0.0,1.0
57490,joana,7733.0,0.0,1.0
57491,joanah,16.0,0.0,1.0
57492,joanann,79.0,0.0,1.0
57493,joanathan,0.0,115.0,0.0
57494,joandaly,6.0,0.0,1.0
57495,joandra,22.0,0.0,1.0
57496,joandre,0.0,5.0,0.0
57497,joandri,0.0,30.0,0.0
57498,joandry,0.0,75.0,0.0
57499,joandy,0.0,93.0,0.0
57500,joane,1220.0,0.0,1.0
57501,joanel,0.0,5.0,0.0
57502,joaneliz,6.0,0.0,1.0
57503,joanell,74.0,0.0,1.0
57504,joanelle,30.0,0.0,1.0
57505,joanetta,50.0,0.0,1.0
57506,joanette,372.0,0.0,1.0
57507,joangel,0.0,172.0,0.0
57508,joangela,10.0,0.0,1.0
57509,joani,605.0,0.0,1.0
57510,joanie,5371.0,0.0,1.0
57511,joaniel,0.0,7.0,0.0
57512,joanis,0.0,1.0,0.0
57513,joanita,10.0,0.0,1.0
57514,joanmarie,246.0,0.0,1.0
57515,joann,157448.0,557.0,0.9964747951014209
57516,joanna,112103.0,356.0,0.9968344018709041
57517,joanna-lee,2.0,0.0,1.0
57518,joanna-maria,2.0,0.0,1.0
57519,joanna-marie,1.0,0.0,1.0
57520,joannah,398.0,0.0,1.0
57521,joannamarie,58.0,0.0,1.0
57522,joanne,222697.0,556.0,0.9975095519433109
57523,joanne-caroline,1.0,0.0,1.0
57524,joanne-gaye,1.0,0.0,1.0
57525,joanne-grace,1.0,0.0,1.0
57526,joanne-kaya,1.0,0.0,1.0
57527,joanne-lee,1.0,0.0,1.0
57528,joanne-lynn,1.0,0.0,1.0
57529,joanne-marie,3.0,0.0,1.0
57530,joanne-simone,1.0,0.0,1.0
57531,joannes,0.0,2.0,0.0
57532,joannette,10.0,0.0,1.0
57533,joannie,1592.0,0.0,1.0
57534,joannis,0.0,5.0,0.0
57535,joannus,0.0,1.0,0.0
57536,joanny,177.0,5.0,0.9725274725274725
57537,joanthan,0.0,547.0,0.0
57538,joanthon,0.0,5.0,0.0
57539,joanthony,0.0,120.0,0.0
57540,joany,76.0,5.0,0.9382716049382716
57541,joao,0.0,1742.0,0.0
57542,joao-paulo,0.0,1.0,0.0
57543,joaogabriel,0.0,6.0,0.0
57544,joaolucas,0.0,14.0,0.0
57545,joaopaulo,0.0,11.0,0.0
57546,joaopedro,0.0,188.0,0.0
57547,joaovictor,0.0,127.0,0.0
57548,joaovitor,0.0,5.0,0.0
57549,joaquim,0.0,781.0,0.0
57550,joaquin,53.0,29004.0,0.0018240011012836837
57551,joaquina,450.0,0.0,1.0
57552,joaquinn,0.0,1.0,0.0
57553,joar,0.0,1.0,0.0
57554,joardie,0.0,1.0,0.0
57555,joardyn,0.0,1.0,0.0
57556,joas,0.0,207.0,0.0
57557,joash,0.0,301.0,0.0
57558,joason,0.0,10.0,0.0
57559,joathan,0.0,36.0,0.0
57560,joaume,0.0,1.0,0.0
57561,job,0.0,3071.0,0.0
57562,joba,0.0,1.0,0.0
57563,joban,0.0,112.0,0.0
57564,jobana,30.0,0.0,1.0
57565,jobani,0.0,216.0,0.0
57566,jobanny,0.0,62.0,0.0
57567,jobany,0.0,265.0,0.0
57568,jobari,0.0,5.0,0.0
57569,jobe,0.0,1314.0,0.0
57570,jobeena,1.0,0.0,1.0
57571,joben,0.0,19.0,0.0
57572,jobeth,556.0,0.0,1.0
57573,jobey,0.0,34.0,0.0
57574,jobi,42.0,6.0,0.875
57575,jobie,60.0,451.0,0.11741682974559686
57576,jobie-leigh,1.0,0.0,1.0
57577,jobin,0.0,93.0,0.0
57578,jobina,126.0,0.0,1.0
57579,jobita,7.0,0.0,1.0
57580,joby,68.0,1172.0,0.054838709677419356
57581,jobyna,39.0,0.0,1.0
57582,joc,0.0,7.0,0.0
57583,jocabed,227.0,0.0,1.0
57584,jocabeth,5.0,0.0,1.0
57585,jocalyn,55.0,0.0,1.0
57586,jocalynn,18.0,0.0,1.0
57587,jocarol,15.0,0.0,1.0
57588,jocasta,11.0,0.0,1.0
57589,joce,0.0,10.0,0.0
57590,jocee,229.0,0.0,1.0
57591,jocef,0.0,1.0,0.0
57592,joceleen,5.0,0.0,1.0
57593,jocelene,9.0,0.0,1.0
57594,jocelin,2581.0,0.0,1.0
57595,joceline,1545.0,0.0,1.0
57596,jocelinne,6.0,0.0,1.0
57597,jocell,31.0,0.0,1.0
57598,jocelle,5.0,0.0,1.0
57599,jocellyn,55.0,0.0,1.0
57600,jocely,31.0,0.0,1.0
57601,jocelyn,109954.0,377.0,0.996583009308354
57602,jocelyne,4164.0,0.0,1.0
57603,jocelynmarie,5.0,0.0,1.0
57604,jocelynn,6059.0,1.0,0.9998349834983499
57605,jocelynne,583.0,0.0,1.0
57606,jocene,6.0,0.0,1.0
57607,jocephus,0.0,6.0,0.0
57608,jocette,1.0,0.0,1.0
57609,jocey,59.0,0.0,1.0
57610,joceyln,41.0,0.0,1.0
57611,joch,0.0,1.0,0.0
57612,jochebed,103.0,0.0,1.0
57613,jochebel,1.0,0.0,1.0
57614,jochelle,6.0,0.0,1.0
57615,jochem-albert,0.0,1.0,0.0
57616,jochen,0.0,7.0,0.0
57617,jochua,0.0,1.0,0.0
57618,joci,99.0,0.0,1.0
57619,jociah,0.0,16.0,0.0
57620,jocie,626.0,0.0,1.0
57621,jociel,0.0,5.0,0.0
57622,jocile,10.0,0.0,1.0
57623,jocilyn,383.0,0.0,1.0
57624,jocilynn,77.0,0.0,1.0
57625,jocinda,10.0,0.0,1.0
57626,jock,0.0,1220.0,0.0
57627,jocko,0.0,5.0,0.0
57628,jockyipai,0.0,1.0,0.0
57629,joclyn,653.0,0.0,1.0
57630,joclyne,2.0,0.0,1.0
57631,joclynn,153.0,0.0,1.0
57632,jocob,0.0,383.0,0.0
57633,jocoby,0.0,7.0,0.0
57634,jocolyn,1.0,0.0,1.0
57635,jocqua,0.0,5.0,0.0
57636,jocqueline,10.0,0.0,1.0
57637,jocques,0.0,13.0,0.0
57638,jocquez,0.0,12.0,0.0
57639,jocqui,0.0,41.0,0.0
57640,jocsan,0.0,201.0,0.0
57641,jocylin,17.0,0.0,1.0
57642,jocylyn,9.0,0.0,1.0
57643,joda,95.0,18.0,0.8407079646017699
57644,jodae,1.0,0.0,1.0
57645,jodan,0.0,33.0,0.0
57646,jodana,5.0,0.0,1.0
57647,jodanna,11.0,0.0,1.0
57648,jodarius,0.0,5.0,0.0
57649,joddi,1.0,0.0,1.0
57650,joddie,34.0,12.0,0.7391304347826086
57651,jode,147.0,25.0,0.8546511627906976
57652,jodean,449.0,0.0,1.0
57653,jodeane,14.0,0.0,1.0
57654,jodeci,351.0,338.0,0.5094339622641509
57655,jodee,3189.0,33.0,0.9897579143389199
57656,jodeen,343.0,0.0,1.0
57657,jodel,65.0,0.0,1.0
57658,jodelene,1.0,1.0,0.5
57659,jodell,813.0,1.0,0.9987714987714987
57660,jodelle,330.0,0.0,1.0
57661,joden,0.0,102.0,0.0
57662,jodena,5.0,0.0,1.0
57663,jodene,959.0,0.0,1.0
57664,jodette,132.0,0.0,1.0
57665,jodey,52.0,95.0,0.35374149659863946
57666,jodh,0.0,10.0,0.0
57667,jodhi,1.0,1.0,0.5
57668,jodhveer,0.0,5.0,0.0
57669,jodi,83676.0,965.0,0.9885989059675571
57670,jodi-an,1.0,0.0,1.0
57671,jodi-ann,21.0,1.0,0.9545454545454546
57672,jodi-anne,17.0,0.0,1.0
57673,jodi-lee,4.0,1.0,0.8
57674,jodi-louise,1.0,0.0,1.0
57675,jodi-lyn,2.0,0.0,1.0
57676,jodi-marie,1.0,0.0,1.0
57677,jodi-michelle,1.0,0.0,1.0
57678,jodiann,162.0,0.0,1.0
57679,jodianne,26.0,0.0,1.0
57680,jodice,0.0,7.0,0.0
57681,jodie,30767.0,3662.0,0.8936361788027535
57682,jodie-ann,18.0,0.0,1.0
57683,jodie-anne,17.0,0.0,1.0
57684,jodie-cherie,1.0,0.0,1.0
57685,jodie-gaye,1.0,0.0,1.0
57686,jodie-lee,21.0,0.0,1.0
57687,jodie-leigh,1.0,0.0,1.0
57688,jodie-lissett,1.0,0.0,1.0
57689,jodie-louise,1.0,0.0,1.0
57690,jodie-maree,1.0,0.0,1.0
57691,jodie-marie,5.0,0.0,1.0
57692,jodieann,1.0,0.0,1.0
57693,jodieanne,2.0,0.0,1.0
57694,jodiel,0.0,5.0,0.0
57695,jodilyn,76.0,0.0,1.0
57696,jodilynn,53.0,0.0,1.0
57697,jodina,12.0,0.0,1.0
57698,jodine,518.0,0.0,1.0
57699,jodon,0.0,1.0,0.0
57700,jodonna,13.0,0.0,1.0
57701,jody,58677.0,32761.0,0.6417135107941994
57702,jody-ann,7.0,0.0,1.0
57703,jody-anne,5.0,0.0,1.0
57704,jody-lee,5.0,0.0,1.0
57705,jody-mary,1.0,0.0,1.0
57706,jody-rae,1.0,0.0,1.0
57707,jody-renai,1.0,0.0,1.0
57708,jodyann,5.0,0.0,1.0
57709,jodyanne,1.0,0.0,1.0
57710,jodye,64.0,0.0,1.0
57711,jodylee,1.0,0.0,1.0
57712,jodyne,5.0,0.0,1.0
57713,joe,11370.0,454987.0,0.024380463893540785
57714,joe-anne,6.0,0.0,1.0
57715,joe-jordan,0.0,1.0,0.0
57716,joe-roy,0.0,1.0,0.0
57717,joean,58.0,0.0,1.0
57718,joeana,6.0,0.0,1.0
57719,joeangel,0.0,315.0,0.0
57720,joeann,1301.0,0.0,1.0
57721,joeanna,514.0,0.0,1.0
57722,joeanne,143.0,0.0,1.0
57723,joeanthony,0.0,275.0,0.0
57724,joeb,0.0,43.0,0.0
57725,joeben,0.0,1.0,0.0
57726,joeby,0.0,1.0,0.0
57727,joed,0.0,16.0,0.0
57728,joedon,0.0,6.0,0.0
57729,joedy,20.0,180.0,0.1
57730,joee,90.0,5.0,0.9473684210526315
57731,joeen,5.0,0.0,1.0
57732,joehannah,1.0,0.0,1.0
57733,joeharn,0.0,1.0,0.0
57734,joei,410.0,0.0,1.0
57735,joeisha,10.0,0.0,1.0
57736,joel,2651.0,282890.0,0.009284130825345573
57737,joel-cedric,0.0,1.0,0.0
57738,joela,17.0,0.0,1.0
57739,joelaine,5.0,0.0,1.0
57740,joelan,0.0,7.0,0.0
57741,joele,21.0,0.0,1.0
57742,joeleane,1.0,0.0,1.0
57743,joelee,124.0,0.0,1.0
57744,joeleen,214.0,0.0,1.0
57745,joeleene,1.0,0.0,1.0
57746,joeleigh,5.0,0.0,1.0
57747,joelene,1159.0,0.0,1.0
57748,joeley,5.0,0.0,1.0
57749,joeli,213.0,0.0,1.0
57750,joelia,15.0,0.0,1.0
57751,joelie,208.0,0.0,1.0
57752,joeliel,0.0,5.0,0.0
57753,joelina,15.0,0.0,1.0
57754,joeline,84.0,0.0,1.0
57755,joelis,16.0,0.0,1.0
57756,joelisa,36.0,0.0,1.0
57757,joelissa,5.0,0.0,1.0
57758,joeliz,47.0,0.0,1.0
57759,joell,1054.0,1058.0,0.4990530303030303
57760,joella,3865.0,0.0,1.0
57761,joelle,14733.0,418.0,0.9724110619761072
57762,joellen,5438.0,0.0,1.0
57763,joelliane,17.0,0.0,1.0
57764,joellie,49.0,0.0,1.0
57765,joelline,1.0,0.0,1.0
57766,joelly,157.0,0.0,1.0
57767,joellyn,868.0,0.0,1.0
57768,joelon,0.0,2.0,0.0
57769,joelouis,0.0,10.0,0.0
57770,joelwyn,1.0,0.0,1.0
57771,joely,1673.0,0.0,1.0
57772,joelyn,728.0,1.0,0.9986282578875172
57773,joelyne,5.0,0.0,1.0
57774,joelynn,223.0,0.0,1.0
57775,joelys,81.0,0.0,1.0
57776,joem,0.0,1.0,0.0
57777,joemar,0.0,34.0,0.0
57778,joemichael,0.0,13.0,0.0
57779,joemy,12.0,0.0,1.0
57780,joen,34.0,60.0,0.3617021276595745
57781,joena,6.0,0.0,1.0
57782,joenathan,0.0,334.0,0.0
57783,joene,94.0,0.0,1.0
57784,joenell,10.0,0.0,1.0
57785,joenella,2.0,0.0,1.0
57786,joeph,0.0,156.0,0.0
57787,joephine,12.0,0.0,1.0
57788,joequan,0.0,13.0,0.0
57789,joeray,0.0,19.0,0.0
57790,joerell,0.0,12.0,0.0
57791,joerg,0.0,1.0,0.0
57792,joern,0.0,3.0,0.0
57793,joes,0.0,12.0,0.0
57794,joesef,0.0,11.0,0.0
57795,joeseph,0.0,2889.0,0.0
57796,joesephene,1.0,0.0,1.0
57797,joesephin,1.0,0.0,1.0
57798,joesette,18.0,0.0,1.0
57799,joesha,18.0,0.0,1.0
57800,joesiah,0.0,465.0,0.0
57801,joesiyah,0.0,6.0,0.0
57802,joesph,12.0,15919.0,0.00075324838365451
57803,joesph-kupa-wiremu,0.0,1.0,0.0
